ArticleCode;TrueDemandSegment;TrueProfile;Color;Category;Brand;Price;Demand01;Demand02;Demand03;Demand04;Demand05;Demand06;Demand07;Demand08;Demand09;Demand10;Demand11;Demand12;Demand13;Demand14;Demand15;Demand16;Demand17;Demand18;TotalDemand
728;3;2;Black;Accessories;Supranu ;11.9;30;31;33;20;19;16;10;12;14;13;13;8;10;4;7;5;5;5;255
729;4;2;Green;Accessories;Supranu ;7.11;27;26;39;22;22;18;23;21;13;10;15;20;10;7;6;7;8;9;303
730;5;2;Purple;Television;Transible ;3.05;80;50;53;62;59;53;49;48;30;42;37;29;22;26;19;22;17;10;708
731;1;3;Black;Telephone;Dynotri ;86.7;1;2;2;1;2;3;2;2;2;1;2;2;2;3;3;3;2;3;38
732;2;3;Green;Computers;Kayosis;12.74;7;9;7;8;3;8;8;8;9;8;6;6;5;7;7;7;7;8;128
733;3;3;Orange;Kitchen;Verer ;8.98;20;21;17;15;15;22;17;19;15;19;21;21;16;18;19;14;16;17;322
734;4;3;Blue;Telephone;Hyperive ;8.74;21;16;27;30;10;23;31;25;27;19;25;25;24;19;20;19;23;20;404
735;5;3;Red;Telephone;Mudeo ;3.45;41;41;49;33;38;29;47;46;37;22;32;40;27;40;28;22;44;34;650
736;1;1;Black;Sound;Supranu ;11.06;1;3;2;3;3;3;3;5;6;6;6;7;4;11;5;8;10;14;100
737;2;1;Green;Kitchen;Animity ;12.5;5;4;5;5;3;4;5;6;11;12;9;11;6;11;15;15;23;16;166
738;3;1;Orange;Smart home;Animity ;5.63;7;6;7;8;7;15;12;7;10;25;15;13;17;15;29;37;15;35;280
739;4;1;Black;Smart home;Animity ;5.7;6;7;6;12;12;5;21;16;18;21;27;17;28;27;39;36;42;48;388
740;5;1;Orange;Computers;Outise ;2.68;11;16;32;29;31;37;45;37;26;40;44;55;122;55;80;105;65;71;901
741;1;2;Yellow;Accessories;Verer ;38.71;4;4;1;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;29
742;2;2;White;Tablets;Kayosis;13.36;10;18;21;18;11;13;11;11;7;6;7;4;5;3;6;3;4;3;161
743;3;2;Gray;Accessories;Transible ;10.43;28;26;19;12;13;13;18;15;9;11;8;7;3;3;5;4;4;5;203
744;4;2;White;Kitchen;Supranu ;5.54;37;54;34;26;41;20;39;18;23;9;11;18;14;8;11;13;10;11;397
745;5;2;Brown;Photography;Dynotri ;7.54;92;45;62;53;55;24;42;36;31;27;24;30;24;16;6;13;17;15;612
746;1;3;Yellow;Telephone;Kayosis;32.07;3;7;6;6;7;5;5;6;4;5;5;6;5;4;6;4;7;4;95
747;2;3;Green;Computers;Hyperive ;15.34;6;12;11;12;11;15;13;4;11;8;8;7;12;7;9;12;14;12;184
748;3;3;Orange;Accessories;Dynotri ;16.4;14;17;10;11;20;13;10;11;9;14;15;9;9;17;16;4;9;11;219
749;4;3;Purple;Television;Outise ;7.93;23;20;22;14;18;14;18;7;20;22;16;18;7;13;17;20;22;22;313
750;5;3;Red;Computers;Verer ;3.37;37;27;20;19;30;37;26;37;19;31;27;11;29;33;29;36;25;31;504
751;1;1;Green;Television;Kayosis;547.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
752;2;1;White;Kitchen;Outise ;8.08;3;3;3;3;5;3;4;8;7;11;6;9;10;7;15;12;17;14;140
753;3;1;Purple;Television;Mudeo ;3.67;5;3;7;11;11;13;10;12;16;6;14;15;13;19;20;29;29;20;253
754;4;1;Blue;Television;Octozzy ;7.28;9;7;8;10;11;10;17;7;16;16;18;27;17;13;22;16;42;42;308
755;5;1;Brown;Smart home;Supranu ;4.97;10;12;12;13;16;12;27;34;18;41;31;28;33;48;29;37;68;79;548
756;1;2;Black;Tablets;Kayosis;59.39;2;2;3;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;25
757;2;2;Brown;Photography;Kayosis;12.12;27;16;13;19;18;14;16;12;9;6;5;7;6;6;6;4;3;3;190
758;3;2;Gray;Accessories;Kayosis;2.23;30;29;27;27;14;16;22;14;13;9;12;11;13;12;10;7;4;4;274
759;4;2;Purple;Tablets;Verer ;1.76;34;40;35;32;36;33;18;22;30;13;21;18;14;11;11;10;13;11;402
760;5;2;Blue;Tablets;Outise ;2.66;74;56;50;40;72;45;43;52;32;43;36;25;22;23;17;27;15;19;691
761;1;3;Black;Telephone;Dynotri ;17.34;8;8;6;4;6;6;6;6;7;8;6;6;4;7;9;6;6;7;116
762;2;3;White;Games;Dynotri ;7.36;8;6;9;12;9;9;7;7;7;6;8;8;6;5;9;9;8;5;138
763;3;3;Gray;Games;Octozzy ;10.46;12;17;16;11;8;18;11;23;20;20;17;12;13;13;15;16;16;19;277
764;4;3;Green;Telephone;Hyperive ;5.66;17;23;13;21;17;15;16;10;18;21;20;17;19;20;18;13;24;26;328
765;5;3;Red;Games;Animity ;3.38;23;37;24;11;33;29;35;39;39;32;8;41;34;37;32;30;39;27;550
766;1;1;Yellow;Smart home;Animity ;17.34;1;1;1;1;2;1;2;2;2;1;3;3;3;4;4;4;4;5;44
767;2;1;White;Television;Animity ;10.61;3;1;3;3;4;4;7;4;6;6;10;10;10;13;11;9;11;18;133
768;3;1;Gray;Kitchen;Outise ;3.28;7;7;9;10;6;6;13;12;14;6;13;18;16;13;21;23;28;32;254
769;4;1;Purple;Sound;Mudeo ;5.87;10;9;11;7;9;11;16;7;14;11;17;21;24;28;46;43;41;47;372
770;5;1;Brown;Kitchen;Hyperive ;1.98;6;11;12;19;21;19;17;18;27;34;21;26;26;36;51;58;56;92;550
771;1;2;Yellow;Tablets;Verer ;14.31;19;12;10;6;11;8;8;6;6;4;4;5;4;5;3;2;3;3;119
772;2;2;Green;Accessories;Supranu ;4.43;10;15;10;10;5;8;6;7;8;4;6;5;5;4;4;3;3;4;117
773;3;2;Yellow;Accessories;Supranu ;7.42;47;21;26;21;14;18;18;12;12;12;14;9;8;6;7;6;6;6;263
774;4;2;Blue;Accessories;Kayosis;6.58;21;38;40;27;35;23;22;14;17;15;18;16;18;13;9;9;11;11;357
775;5;2;Brown;Sound;Supranu ;2.64;27;52;55;32;34;51;24;35;28;23;18;20;19;20;12;12;15;10;487
776;1;3;Yellow;Photography;Hyperive ;35.69;3;4;3;3;1;3;3;2;2;2;3;3;2;2;2;2;2;3;45
777;2;3;Green;Computers;Supranu ;9.2;6;8;7;8;8;7;10;7;9;7;8;9;10;7;9;10;8;9;147
778;3;3;Gray;Computers;Verer ;2.13;20;21;11;10;10;15;22;14;20;12;24;27;15;10;18;23;14;13;299
779;4;3;Blue;Games;Hyperive ;10.91;19;9;12;20;18;12;23;11;22;14;23;17;17;21;17;19;18;21;313
780;5;3;Brown;Computers;Dynotri ;3.02;37;79;69;24;38;99;48;71;73;47;57;57;54;60;58;56;97;86;1110
781;1;1;Black;Smart home;Octozzy ;32.24;1;2;1;2;2;2;2;2;2;3;4;2;3;4;7;10;6;9;64
782;2;1;Green;Kitchen;Octozzy ;16.12;6;5;5;5;7;4;6;7;11;10;9;9;15;14;13;22;16;25;189
783;3;1;Orange;Smart home;Mudeo ;3.02;5;5;7;6;10;5;10;8;10;9;11;18;20;19;22;22;17;28;232
784;4;1;Purple;Sound;Octozzy ;9.64;6;6;12;14;11;13;16;15;23;9;18;18;25;22;33;38;37;68;384
785;5;1;Brown;Smart home;Dynotri ;1.5;13;16;19;5;14;23;27;30;43;40;56;44;39;22;66;47;77;57;638
786;1;2;Yellow;Accessories;Kayosis;38.43;12;9;2;5;7;4;4;3;4;4;4;2;3;3;2;3;2;2;75
787;2;2;Green;Tablets;Mudeo ;24.07;12;8;14;11;10;6;8;10;8;6;7;7;5;5;3;4;4;3;131
788;3;2;Orange;Tablets;Kayosis;9.49;35;23;21;19;16;22;21;16;12;14;13;11;10;12;9;7;7;8;276
789;4;2;Blue;Accessories;Transible ;8.62;49;29;28;33;22;24;20;25;18;12;20;12;13;11;8;9;9;9;351
790;5;2;Red;Photography;Dynotri ;2.15;162;74;97;68;66;73;51;56;20;46;39;24;31;28;25;28;14;14;916
791;1;3;Green;Telephone;Hyperive ;537.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
792;2;3;White;Smart home;Dynotri ;13.98;12;9;9;13;8;14;6;6;11;11;7;10;7;9;9;9;11;8;169
793;3;3;Orange;Computers;Dynotri ;9.86;19;22;25;14;16;23;15;10;13;12;14;11;17;22;20;12;11;13;289
794;4;3;Blue;Telephone;Verer ;3.06;16;27;27;19;27;26;8;24;22;29;16;30;27;31;27;14;32;27;429
795;5;3;Orange;Computers;Animity ;6.82;40;22;40;20;25;28;30;25;18;31;27;26;24;25;25;21;30;23;480
796;1;1;Yellow;Television;Octozzy ;19.1;1;2;3;1;5;1;5;4;5;6;5;5;6;10;7;10;11;10;97
797;2;1;Green;Smart home;Supranu ;18.67;5;4;5;7;5;7;7;6;6;8;11;7;8;21;16;16;14;17;170
798;3;1;Orange;Television;Kayosis;8.01;11;9;11;4;14;16;13;15;13;14;14;12;14;23;18;27;25;36;289
799;4;1;Black;Photography;Mudeo ;5.15;10;8;9;6;13;18;17;17;12;17;26;28;32;12;39;17;28;62;371
800;5;1;Red;Television;Mudeo ;3.28;18;19;12;19;36;36;25;43;32;38;33;62;84;98;73;94;113;136;971
801;1;2;Yellow;Telephone;Transible ;49.24;4;8;4;4;4;5;5;4;4;2;3;2;2;1;2;1;1;2;58
802;2;2;Yellow;Accessories;Supranu ;10.81;13;8;10;12;12;9;8;5;5;6;6;5;3;6;5;3;4;3;123
803;3;2;Orange;Tablets;Supranu ;13.5;34;18;20;18;10;17;13;12;8;15;13;11;12;9;7;10;7;4;238
804;4;2;Blue;Accessories;Animity ;1;52;35;43;26;40;32;35;16;19;24;16;16;14;7;10;9;9;11;414
805;5;2;Brown;Kitchen;Verer ;3.61;86;52;63;37;67;29;36;36;20;39;28;18;16;13;16;20;13;14;603
806;1;3;Black;Games;Dynotri ;10.42;7;7;8;6;4;3;6;8;7;5;7;6;6;7;8;8;9;5;117
807;2;3;White;Games;Dynotri ;6.31;9;8;9;7;5;11;11;5;6;9;9;7;11;10;12;8;8;10;155
808;3;3;Black;Games;Verer ;7.84;17;11;13;13;11;19;19;17;18;16;6;13;12;16;12;14;20;16;263
809;4;3;Blue;Computers;Hyperive ;6.14;6;22;17;15;24;15;27;21;19;14;21;19;25;30;21;18;21;19;354
810;5;3;Brown;Photography;Dynotri ;4.01;32;29;32;15;23;27;24;25;34;28;17;38;22;10;22;29;25;26;458
811;1;1;Yellow;Television;Octozzy ;39.72;1;2;1;2;3;3;2;3;3;3;3;6;6;3;6;5;8;9;69
812;2;1;Green;Computers;Octozzy ;12.82;4;3;4;5;7;5;5;10;6;7;7;11;10;8;11;7;20;19;149
813;3;1;Gray;Tablets;Octozzy ;9.28;5;6;10;7;12;4;13;11;13;17;19;20;24;19;29;17;33;41;300
814;4;1;Purple;Sound;Verer ;4.53;7;6;8;12;8;9;17;17;13;14;18;33;26;16;21;21;39;44;329
815;5;1;Green;Kitchen;Animity ;3.42;11;28;40;21;17;44;33;34;61;51;38;86;58;71;74;118;139;66;990
816;1;2;Black;Accessories;Dynotri ;41.22;7;5;5;3;3;4;3;2;3;3;2;2;2;1;1;2;1;1;50
817;2;2;White;Accessories;Transible ;12.07;26;11;12;10;17;9;6;9;10;6;5;5;6;6;5;4;3;3;153
818;3;2;Gray;Tablets;Supranu ;4.08;29;21;31;28;25;16;15;15;11;5;17;7;11;9;9;5;9;7;270
819;4;2;Purple;Accessories;Kayosis;7.03;42;29;25;29;28;14;32;13;21;8;12;17;6;10;6;9;7;7;315
820;5;2;Red;Telephone;Kayosis;6.53;49;55;41;48;44;25;32;30;25;27;22;21;15;16;17;14;8;12;501
821;1;3;Black;Computers;Outise ;10.16;6;5;8;6;8;5;6;7;6;7;5;4;7;7;7;6;6;4;110
822;2;3;White;Games;Verer ;13.4;7;10;9;9;8;9;8;10;7;10;10;8;8;8;9;9;11;9;159
823;3;3;Orange;Television;Hyperive ;7.44;15;15;10;13;15;14;11;17;16;20;14;18;11;16;10;17;20;10;262
824;4;3;Purple;Television;Dynotri ;3.4;21;24;20;22;22;21;10;25;20;13;22;22;25;16;26;20;28;24;381
825;5;3;Brown;Sound;Outise ;4.82;46;44;36;38;36;34;41;33;34;22;59;31;22;23;22;51;37;32;641
826;1;1;Yellow;Television;Octozzy ;48.01;0;1;1;1;1;1;1;1;1;2;3;1;2;2;2;2;2;2;26
827;2;1;White;Telephone;Animity ;10.54;3;4;4;6;4;5;6;5;6;9;9;9;14;9;16;24;11;6;150
828;3;1;Orange;Sound;Animity ;9;2;5;5;6;7;9;12;7;10;6;12;18;16;21;21;22;37;32;248
829;4;1;Blue;Kitchen;Outise ;4.76;9;10;5;12;10;19;26;24;23;22;29;27;36;42;30;37;48;37;446
830;5;1;Red;Television;Octozzy ;6.41;12;16;3;13;19;17;18;12;11;20;25;14;30;21;38;37;31;79;416
831;1;2;Blue;Computers;Octozzy ;72.32;7;5;4;4;6;3;2;3;4;4;3;2;1;2;1;1;1;1;54
832;2;2;White;Tablets;Verer ;6.65;17;17;18;16;17;16;10;8;9;9;10;5;8;6;7;6;6;2;187
833;3;2;Gray;Accessories;Supranu ;5.59;42;22;19;29;23;13;11;12;9;6;9;7;10;10;6;7;4;5;244
834;4;2;Purple;Accessories;Kayosis;1.74;49;50;26;15;34;34;30;37;23;22;19;10;16;11;12;6;8;5;407
835;5;2;Brown;Accessories;Transible ;1;79;26;74;59;32;30;32;60;32;38;27;18;23;24;14;19;15;11;613
836;1;3;Black;Telephone;Verer ;25.84;7;8;6;4;7;4;5;5;6;8;5;8;5;6;6;4;5;7;106
837;2;3;Green;Games;Transible ;6.75;6;9;13;8;10;10;13;7;12;11;10;8;12;11;8;9;7;7;171
838;3;3;Orange;Games;Hyperive ;4.98;18;13;12;16;11;6;11;9;15;14;9;11;9;15;13;11;10;10;213
839;4;3;Purple;Sound;Verer ;3.28;23;16;25;20;24;20;16;19;20;26;17;18;17;18;21;10;19;16;345
840;5;3;Blue;Telephone;Verer ;2.05;47;48;36;43;31;50;56;43;32;45;43;48;33;47;36;44;28;37;747
841;1;1;Yellow;Sound;Octozzy ;61.79;1;2;1;1;1;2;2;2;4;3;2;5;5;2;5;3;5;8;54
842;2;1;Green;Smart home;Mudeo ;28.36;3;4;3;3;6;7;6;6;10;7;8;9;10;10;18;17;16;21;164
843;3;1;Orange;Smart home;Kayosis;1.03;6;8;6;9;11;8;7;10;10;16;12;19;17;27;29;20;20;13;248
844;4;1;Purple;Sound;Outise ;4.14;10;8;12;8;15;16;15;16;29;34;17;38;30;30;42;51;29;61;461
845;5;1;Red;Television;Mudeo ;3.2;8;9;17;8;16;19;22;16;23;19;32;33;19;38;45;32;19;54;429
846;1;2;Black;Accessories;Kayosis;15.93;12;9;4;12;12;10;9;4;5;4;5;5;5;3;3;4;3;4;113
847;2;2;Green;Accessories;Transible ;16.27;13;8;13;13;11;12;12;12;10;9;8;6;5;3;5;3;3;2;148
848;3;2;Gray;Sound;Transible ;9.47;30;32;27;21;17;17;21;18;13;12;14;12;9;10;7;9;9;7;285
849;4;2;Black;Accessories;Kayosis;4.46;62;29;30;32;35;35;25;28;16;23;20;16;16;17;9;11;16;7;427
850;5;2;Red;Tablets;Transible ;4.35;64;45;54;61;36;41;40;29;29;38;29;23;19;15;16;14;10;9;572
851;1;3;Yellow;Telephone;Verer ;11.94;6;5;4;6;4;4;4;4;5;4;5;5;3;4;6;5;4;7;85
852;2;3;White;Sound;Dynotri ;14.41;16;11;13;11;10;10;12;11;11;13;10;13;13;8;9;6;6;11;194
853;3;3;Gray;Games;Dynotri ;7.14;22;20;10;19;22;12;14;14;12;18;17;13;17;17;12;13;16;11;279
854;4;3;Purple;Telephone;Hyperive ;4.37;23;28;33;27;23;29;30;22;24;18;25;33;19;11;19;19;26;27;436
855;5;3;Blue;Photography;Kayosis;3.15;38;25;22;33;32;31;27;40;42;31;31;39;41;34;33;27;38;28;592
856;1;1;Black;Sound;Mudeo ;35.5;3;2;3;4;4;3;3;5;6;5;4;6;6;7;10;10;13;13;107
857;2;1;Blue;Tablets;Octozzy ;13.49;6;4;5;5;5;8;10;10;8;10;9;15;9;11;17;14;22;15;183
858;3;1;Purple;Kitchen;Verer ;10.72;9;2;5;9;9;6;12;11;14;10;18;14;23;16;35;23;15;24;255
859;4;1;Blue;Television;Outise ;4.89;6;12;8;8;10;12;18;13;20;17;23;27;34;31;36;36;45;37;393
860;5;1;Red;Television;Transible ;4.08;13;28;13;30;27;21;27;27;40;15;27;59;61;31;68;71;46;89;693
861;1;2;Yellow;Accessories;Transible ;28.07;13;11;10;6;5;5;9;4;4;5;4;3;3;4;2;2;2;1;93
862;2;2;Brown;Smart home;Dynotri ;17.42;16;15;12;11;8;9;10;7;7;6;9;4;4;4;5;3;4;4;138
863;3;2;Gray;Photography;Supranu ;5.83;19;23;28;23;19;11;13;11;15;11;11;9;4;9;6;9;4;1;226
864;4;2;Purple;Accessories;Kayosis;2.64;47;25;35;24;14;19;27;13;7;17;21;6;8;12;9;8;8;7;307
865;5;2;Red;Photography;Supranu ;3.78;55;44;30;37;22;39;28;32;26;22;31;18;6;18;18;13;14;8;461
866;1;3;Green;Games;Dynotri ;10.55;7;4;7;5;6;5;7;6;9;7;9;7;7;5;6;8;3;7;115
867;2;3;White;Computers;Kayosis;11.12;7;6;11;10;14;8;10;6;10;12;12;7;7;8;11;9;12;9;169
868;3;3;Orange;Television;Verer ;8.44;19;15;15;14;18;17;16;11;14;16;10;9;12;17;17;20;14;12;266
869;4;3;Purple;Telephone;Outise ;0.55;24;19;31;9;19;13;28;26;25;26;20;26;29;19;15;19;21;17;386
870;5;3;White;Telephone;Hyperive ;5.29;40;40;54;43;30;38;37;41;44;44;31;34;36;30;41;44;40;33;700
871;1;1;Yellow;Smart home;Verer ;74.68;0;1;1;1;1;1;1;1;1;2;1;2;2;3;3;2;4;3;30
872;2;1;Green;Smart home;Animity ;19.99;2;3;2;5;5;6;5;8;8;7;7;7;9;6;14;11;11;11;127
873;3;1;Gray;Kitchen;Outise ;9.89;3;5;7;9;3;9;8;5;10;8;9;15;15;12;28;19;20;23;208
874;4;1;Purple;Kitchen;Octozzy ;5.17;8;10;10;8;12;16;11;18;17;17;22;15;24;14;29;35;44;41;351
875;5;1;Purple;Kitchen;Octozzy ;4.67;11;14;12;12;11;25;18;19;24;26;14;6;32;22;53;32;48;44;423
876;1;2;Yellow;Tablets;Kayosis;11.01;12;8;13;13;8;8;5;5;6;3;3;5;4;2;2;2;4;3;106
877;2;2;Green;Tablets;Kayosis;2.24;18;18;21;15;12;9;14;12;9;9;11;7;8;6;6;6;7;4;192
878;3;2;Gray;Accessories;Supranu ;6.44;30;29;20;14;18;21;13;23;18;7;16;9;10;6;9;6;7;5;261
879;4;2;Black;Smart home;Transible ;2.46;38;52;35;4;33;26;25;24;20;16;21;19;14;13;12;9;6;6;373
880;5;2;Brown;Accessories;Kayosis;5.26;91;74;50;43;33;57;49;52;13;37;38;29;26;16;21;12;11;11;663
881;1;3;Yellow;Tablets;Mudeo ;26.22;4;3;2;4;2;5;3;5;3;4;2;3;4;3;4;4;4;2;61
882;2;3;White;Kitchen;Dynotri ;11.59;13;10;8;13;10;7;12;13;10;9;13;12;11;7;15;17;15;7;202
883;3;3;Gray;Computers;Verer ;6.93;10;16;12;18;14;18;16;14;14;10;14;22;16;26;17;13;15;14;279
884;4;3;Blue;Smart home;Verer ;4.25;24;22;26;30;15;24;30;22;25;28;21;13;20;19;22;30;34;22;427
885;5;3;Brown;Photography;Dynotri ;4.27;23;31;35;27;22;28;20;19;20;18;23;24;19;30;23;15;23;34;434
886;1;1;Yellow;Kitchen;Mudeo ;20.1;2;2;1;2;2;2;2;3;3;3;4;2;6;5;5;7;6;9;66
887;2;1;White;Television;Outise ;11.48;2;4;4;4;6;4;4;7;9;5;9;11;3;14;6;11;12;9;124
888;3;1;Yellow;Kitchen;Animity ;8.19;5;9;8;11;5;10;18;12;10;13;17;19;26;20;25;35;18;46;307
889;4;1;Purple;Tablets;Octozzy ;6.22;7;5;8;8;12;13;9;15;19;22;20;24;26;24;30;28;24;16;310
890;5;1;Brown;Sound;Kayosis;0.97;11;11;11;6;15;12;15;23;27;12;23;40;25;53;27;60;53;51;475
891;1;2;Yellow;Photography;Kayosis;105.37;5;3;3;2;1;2;2;2;2;2;1;2;1;1;1;1;1;1;33
892;2;2;White;Photography;Hyperive ;26.85;9;17;11;9;8;6;8;4;10;8;4;4;4;4;3;5;4;4;122
893;3;2;White;Accessories;Transible ;14.07;17;13;22;25;19;17;16;13;12;7;4;8;5;6;5;5;7;5;206
894;4;2;Purple;Television;Kayosis;6.65;30;39;36;37;28;31;22;20;12;20;23;16;17;15;14;7;10;9;386
895;5;2;Red;Accessories;Supranu ;5.23;83;59;57;41;31;56;39;20;38;20;30;25;20;22;22;17;14;19;613
896;1;3;Yellow;Tablets;Kayosis;48.32;5;4;5;4;5;4;6;4;5;5;3;5;5;6;5;5;5;4;85
897;2;3;Black;Computers;Verer ;7.59;10;11;14;7;8;13;14;10;15;8;10;8;9;7;11;15;10;8;188
898;3;3;White;Kitchen;Dynotri ;3.52;7;13;9;22;23;14;11;12;16;11;16;15;18;15;22;14;22;14;274
899;4;3;Blue;Games;Animity ;4.36;22;13;18;20;20;16;20;13;14;19;18;14;19;24;12;15;16;13;306
900;5;3;Brown;Telephone;Animity ;1.86;25;27;22;28;49;18;34;30;29;23;26;19;39;47;36;45;26;40;563
901;1;1;Black;Photography;Outise ;47.89;2;2;1;2;2;3;2;2;3;3;4;4;4;3;8;4;5;8;62
902;2;1;White;Telephone;Supranu ;20.83;3;6;4;6;5;6;7;7;6;7;14;8;10;14;11;20;16;15;165
903;3;1;Blue;Sound;Animity ;8.3;7;7;10;10;9;11;12;12;13;14;21;17;19;20;28;31;19;44;304
904;4;1;Blue;Television;Animity ;2.85;7;13;6;13;9;11;9;16;16;16;18;17;19;22;32;33;28;39;324
905;5;1;Brown;Television;Mudeo ;1.8;10;8;13;21;20;11;20;26;24;35;38;38;36;26;64;43;44;72;549
906;1;2;Brown;Accessories;Transible ;48.85;8;8;9;6;5;7;6;5;4;4;2;4;2;3;2;2;1;3;81
907;2;2;White;Photography;Supranu ;19.27;13;13;16;13;18;8;8;9;12;9;6;9;4;5;5;6;5;5;164
908;3;2;Orange;Accessories;Transible ;0.84;24;28;27;31;16;20;22;16;19;14;13;10;11;7;9;6;7;7;287
909;4;2;Blue;Photography;Kayosis;3.31;32;33;30;20;25;29;24;26;10;19;13;11;14;8;13;7;6;6;326
910;5;2;Brown;Tablets;Mudeo ;1.62;70;61;63;46;31;51;37;48;19;30;14;26;20;22;18;18;8;12;594
911;1;3;Black;Games;Hyperive ;20.9;1;1;2;2;1;2;1;2;2;1;2;2;1;1;1;1;1;2;26
912;2;3;White;Telephone;Transible ;10.44;9;15;9;13;10;16;10;4;13;12;15;11;13;12;10;8;8;10;198
913;3;3;Orange;Telephone;Verer ;10.77;12;15;14;17;14;10;20;12;15;18;15;18;18;19;14;15;16;19;281
914;4;3;Purple;Games;Dynotri ;8.51;19;27;18;16;19;24;24;24;20;18;29;16;18;31;17;14;14;21;369
915;5;3;Brown;Photography;Verer ;3.78;21;42;15;27;28;31;30;39;40;20;38;36;31;28;27;26;26;35;540
916;1;1;Black;Television;Outise ;16.66;2;2;3;4;2;2;6;5;6;3;8;7;6;5;6;4;11;14;96
917;2;1;Orange;Sound;Octozzy ;21.34;2;4;4;3;4;6;5;8;6;9;5;11;8;13;11;8;19;19;145
918;3;1;Black;Television;Outise ;10.08;5;5;6;7;7;8;13;8;8;17;14;13;11;15;29;20;38;33;257
919;4;1;Purple;Television;Hyperive ;6.72;8;12;17;9;10;11;21;16;22;22;29;24;33;22;23;13;53;48;393
920;5;1;Purple;Kitchen;Hyperive ;3.03;7;8;15;17;14;22;20;33;16;33;31;26;31;35;38;35;62;85;528
921;1;2;Yellow;Accessories;Outise ;51.22;2;4;4;3;3;2;2;3;2;1;1;2;2;2;1;1;1;1;37
922;2;2;White;Accessories;Supranu ;1.42;14;11;12;9;13;12;4;10;7;5;5;7;5;6;6;3;5;2;136
923;3;2;Orange;Photography;Supranu ;12.64;24;12;36;23;14;18;16;13;14;15;9;9;14;10;3;6;6;6;248
924;4;2;Blue;Tablets;Transible ;6.49;50;27;23;16;23;30;16;16;24;17;15;14;11;11;10;8;9;4;324
925;5;2;Brown;Games;Transible ;0.84;51;66;54;41;36;64;65;51;36;35;27;34;29;27;17;23;19;8;683
926;1;3;Black;Computers;Verer ;23.23;5;2;6;5;5;4;4;2;5;3;4;5;3;4;5;4;5;5;76
927;2;3;White;Kitchen;Kayosis;18.84;8;10;6;7;12;3;13;11;8;10;8;8;9;14;13;7;12;9;168
928;3;3;Brown;Computers;Transible ;0.57;24;22;17;16;15;19;12;18;16;20;19;16;16;19;15;11;13;18;306
929;4;3;Purple;Telephone;Hyperive ;9.09;29;25;27;28;21;28;24;19;34;19;23;27;28;34;16;23;36;17;458
930;5;3;Brown;Computers;Kayosis;4.24;42;42;23;21;26;32;47;49;45;28;37;24;26;32;43;46;31;33;627
931;1;1;Yellow;Smart home;Mudeo ;32.42;1;2;2;3;3;2;3;4;3;3;5;5;3;5;4;5;7;5;65
932;2;1;Brown;Smart home;Mudeo ;12.76;5;5;5;3;5;7;7;8;11;10;7;11;13;9;13;16;23;24;182
933;3;1;Purple;Computers;Animity ;2.08;4;8;11;7;9;10;7;7;13;16;14;24;17;10;25;24;17;30;253
934;4;1;Blue;Telephone;Hyperive ;1.63;10;12;9;12;12;16;17;14;23;26;20;24;27;22;31;32;36;49;392
935;5;1;Red;Smart home;Outise ;4.99;16;14;16;12;20;19;17;19;20;20;33;24;22;25;50;47;64;80;518
936;1;2;Yellow;Tablets;Kayosis;20.87;12;9;8;6;7;7;6;5;3;5;1;3;3;2;2;2;2;2;85
937;2;2;Green;Smart home;Supranu ;10.12;19;20;20;20;23;12;9;14;7;12;12;7;8;4;5;5;6;6;209
938;3;2;Orange;Accessories;Kayosis;10.31;26;40;17;30;17;16;24;19;14;8;11;9;13;4;7;9;5;6;275
939;4;2;Purple;Accessories;Kayosis;8.1;33;34;25;25;17;30;26;19;19;10;11;13;12;14;11;7;6;7;319
940;5;2;Brown;Accessories;Transible ;1;83;78;94;44;56;35;51;47;65;48;15;27;40;15;24;22;13;26;783
941;1;3;Black;Computers;Kayosis;15.96;4;5;6;7;4;5;5;2;6;6;5;3;6;4;5;5;5;6;89
942;2;3;Green;Tablets;Dynotri ;5.47;13;12;10;9;11;10;12;5;8;11;10;13;13;12;19;8;12;11;199
943;3;3;Orange;Games;Hyperive ;5.37;17;7;14;9;15;17;21;15;18;16;19;12;15;18;18;20;15;18;284
944;4;3;Purple;Telephone;Verer ;5.6;26;23;32;28;22;27;11;19;20;31;35;22;13;19;17;23;15;24;407
945;5;3;Green;Telephone;Octozzy ;4.11;32;34;36;28;27;24;32;33;43;29;34;35;18;22;22;24;27;52;552
946;1;1;Yellow;Smart home;Outise ;20.06;1;1;2;2;2;3;3;3;3;3;3;5;4;4;4;6;5;8;62
947;2;1;Green;Kitchen;Octozzy ;14.66;3;6;5;6;2;4;9;8;9;7;9;12;15;6;18;20;24;18;181
948;3;1;Gray;Telephone;Supranu ;10.74;4;8;7;10;12;5;12;11;15;14;15;16;23;18;24;34;26;28;282
949;4;1;Purple;Smart home;Outise ;6.19;8;11;7;12;10;14;19;15;10;24;20;23;30;32;32;42;44;36;389
950;5;1;Brown;Kitchen;Octozzy ;2.27;15;22;21;12;19;19;21;24;44;26;36;57;46;34;53;59;45;84;637
